"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
whey-gourmet-series-25-serv-optimum-nutrition-sabor-cookies-cookies-and-cream-5k4tl;"Whey Gourmet Series 25 Serv Optimum Nutrition Sabor Cookies Cookies And Cream";;;;;;;;78,692.00;74,757.00;0.00;0.00;0.00;0.00;0;"OPTIM0 900G GOURMET COOKIES";7798451604702;SI;NO;;;;;Array;SI;;;;45,307.00
optimum-nutrition-whey-gourmet-proteina-900g-chocolate-malt-chocolate-1ghbv;"Optimum Nutrition Whey Gourmet Proteína 900g Chocolate Malt Chocolate";"Marcas > Suplementos Importados > Optimum, Suplementos > Proteínas";;;;;;;80,000.00;74,757.00;0.91;0.00;0.00;0.00;0;"OPTIM0 900G GOURMET CHOCO MALK";7798451604696;SI;NO;;"Chocolate, Deportivo, Optimum, Proteina, Suplemento";"Proteína Whey Gourmet 900g Chocolate Malt Optimum Nutrition";"Suplemento de proteína de suero 900g, sabor chocolate malt. Ideal para recuperación muscular. ¡Mejorá tu nutrición y disfrutá su sabor delicioso!";"Optimum Nutrition";SI;;;;45,307.00
whey-gourmet-series-25-serv-optimum-nutrition-sabor-white-chocolate-cxd3j;"Whey Gourmet Series 25 Serv Optimum Nutrition Sabor White Chocolate";"Marcas > Suplementos Importados > Optimum, Suplementos";;;;;;;78,692.00;74,757.00;0.91;0.00;0.00;0.00;0;"OPTIM0 900G GOURMET WHITE CHOCO";7798451604696;SI;NO;;"Chocolate, Deportivo, Optimum, Proteina, Suplemento";"Whey Gourmet 25 Serv Optimum Nutrition White Chocolate";"Disfrutá Whey Gourmet Optimum Nutrition sabor White Chocolate, 25 porciones de proteína premium. Mejorá tu entrenamiento. ¡Probalo ahora!";"Optimum Nutrition";SI;;;;45,307.00
whey-protein-100-gourmet-900g-optimum-nutrition-vainilla-1x5ks;"Whey Protein 100% Gourmet 900g Optimum Nutrition Vainilla";"Marcas > Suplementos Importados > Optimum, Suplementos > Proteínas";;;;;;;80,000.00;74,757.00;0.91;0.00;0.00;0.00;5;"OPTIM0 900G GOURMET VAINI";0748927067873;SI;NO;;"Deportivo, Optimum, Proteina, Suplemento, Vainilla";"Whey Protein Gourmet Vainilla 900g Optimum Nutrition";"Mejora tu rendimiento con Whey Protein Gourmet Vainilla 900g, alto en proteínas, sin gluten ni lactosa. ¡Potenciá tu dieta y entrenamientos hoy!";"Optimum Nutrition";SI;;;;45,307.00
prueba-tik-tok-q1pgn;"prueba tik tok";;;;;;;;20.00;;0.00;0.00;0.00;0.00;20;"prueba tik tok";;NO;NO;;;;;;SI;;;;0.00
proteina-vegetal-100-no-whey-protein-isolate-proteina-cacao-1o78p;"Proteina Vegetal 100% No Whey Protein Isolate Proteina Cacao";"Marcas > Suplementos Nacionales Deportivos > Diabla, Suplementos > Proteínas";;;;;;;107,501.00;67,881.00;0.66;0.00;0.00;0.00;38;"DIABLA0 SUPERPROTEINA CACAO";;SI;NO;;"Cacao, Diabla, Proteina, Suplemento, Vegana";"Proteína Vegetal Cacao Diabla 660g Vegana Sin Gluten";"Suplemento vegano sabor cacao con 21g de proteína por porción. Ideal para nutrición y deporte. ¡Probá la proteína vegetal Diabla y sentí la diferencia!";Diabla;SI;;;;41,140.00
diabla-supergreens-polvo-antiinflamatorio-sabor-limon-limon-v5oud;"Diabla Supergreens Polvo Antiinflamatorio Sabor Limon Limón";"Marcas > Suplementos Nacionales Deportivos > Diabla, Suplementos";;;;;;;94,189.00;89,479.00;0.10;0.00;0.00;0.00;18;"DIABLA0 SUPERGREENS LIMON";;SI;NO;;"Bienestar, Diabla, Polvo, Suplemento, Vegana";"Supergreens Polvo Antiinflamatorio Limón Vegano Diabla 30 porciones";"Mejorá tu bienestar con Supergreens Limón: vegano, sin gluten, bajo en calorías y fácil de usar. Probalo y sentí la diferencia en tu día a día.";Diabla;SI;;;;37,147.00
suplemento-probiotico-digestion-e-hinchazon-diabla-capsulas-sin-sabor-1cm56;"Suplemento Probiotico Digestion E Hinchazon Diabla Capsulas Sin Sabor";"Marcas > Suplementos Nacionales Deportivos > Diabla, Suplementos > Vitaminas y Salud";;;;;;;90,201.00;54,905.00;0.20;0.00;0.00;0.00;15;"DIABLA0 SUPER FLORA";;SI;NO;;"Bienestar, Capsulas, Diabla, Suplemento, Vegana";"Suplemento Probiótico Digestión e Hinchazón Diabla 60 Cápsulas";"Mejora tu salud digestiva y reduce la hinchazón con probióticos Diabla. Fórmula vegana, sin gluten ni lactosa. ¡Sentí el bienestar todos los días!";Diabla;SI;;;;33,275.00
proyector-kanji-kj-814-1600lm-blanco-blanco-ziy1e;"Proyector Kanji Kj-814 1600lm Blanco";"Marcas > Hogar > Kanji";;;;;;;137,500.00;97,500.00;2.00;0.00;0.00;0.00;40;"KANJI0 PROYECTOR KJ814";8107370146962;SI;NO;;"Blanco, Kanji, LED, Portátil, Proyector";"Proyector Kanji KJ-814 1600lm Blanco portátil y Wi-Fi";"Disfrutá imágenes nítidas y vibrantes con el proyector Kanji KJ-814 de 1600 lúmenes, portátil, Wi-Fi y parlante integrado. ¡Llevá tu entretenimiento a otro nivel!";Kanji;SI;;;;65,000.00
aposito-incontinencia-moderada-nonisec-x-20-unidades-1lwr4;"Apósito Incontinencia Moderada Nonisec X 20 Unidades";"Marcas > Higiene y Belleza > Nonisec, Supermercado";;;;;;;6,139.00;3,881.00;0.10;0.00;0.00;0.00;0;"NONI0 AP. INCONTINENCIA MODERADA. 20U";;SI;NO;;"Dermatologicamente, Descartable, Higiene, Nonisec, Protector";"Apósito incontinencia moderada Nonisec pack x20 unidades";"Protección eficaz y comodidad diaria con apósitos Nonisec. Pack de 20 unidades, dermatológicamente testeados. Sentite seguro cada día. ¡Probalo!";Nonisec;SI;;;;2,352.00
nonisec-apositos-para-incontinencia-fuerte-x-20-unidades-1a0uf;"Nonisec Apósitos Para Incontinencia Fuerte X 20 Unidades";"Marcas > Higiene y Belleza > Nonisec, Supermercado";;;;;;;8,272.00;5,970.00;0.10;0.00;0.00;0.00;0;"NONI0 AP. INCONTINENCIA FUERTE. 20U";;SI;NO;;"Dermatologicamente, Descartable, Higiene, Nonisec, Protector";"Nonisec Apósitos Incontinencia Fuerte x20 Alta Protección";"Protección máxima y comodidad con Nonisec apósitos para incontinencia fuerte. 20 unidades. Seguridad y piel sana. ¡Sentite seguro todo el día!";Nonisec;SI;;;;3,618.00
granger-foods-proteina-cupcake-360g-vainilla-limon-vainilla-con-chips-de-limon-gaz3e;"Granger Foods Proteína Cupcake 360g Vainilla Limón Vainilla Con Chips De Limon";"Suplementos > Snacks proteicos";;;;;;;14,958.00;13,349.00;0.36;0.00;0.00;0.00;0;"GRANGER0 CUPCAKE VAINILLA LEMON";;SI;NO;;;;;Array;SI;;;;8,612.00
whey-protein-900g-pura-80-pack-ena-sabor-frutilla-900g-frutilla-ua6d0;"Whey Protein 900g Pura 80% Pack Ena Sabor Frutilla 900g Frutilla";"Marcas > Suplementos Nacionales Deportivos > Ena, Suplementos > Proteínas";;;;;;;79,201.00;59,658.00;0.91;0.00;0.00;0.00;34;"ENA0 WHEY 100% PROTE FRUTI 2LB";;SI;NO;;"Ena, Frutilla, Proteina, Recuperacion, Whey";"Whey Protein 900g Ena Frutilla - Proteína Pura 80%";"Disfrutá Whey Protein Ena 80% pura, sabor frutilla. Ideal para recuperar y construir músculo. ¡Probala ahora y mejorá tu rendimiento!";Ena;SI;;;;36,156.00
suplemento-en-polvo-bsn-edge-proteinas-sabor-strawberry-milkshake-x-1-82kg-1yqz0;"Suplemento En Polvo Bsn Edge Proteínas Sabor Strawberry Milkshake X 1.82kg";"Marcas > Suplementos Importados > BSN, Suplementos > Proteínas";;;;;;;164,363.00;156,145.00;1.81;0.00;0.00;0.00;0;"BSN0 SYNTHA EDGE 1.81KG FRUTI";7792216653486;SI;NO;;"BSN, Deportivo, Proteina, Recuperacion, Whey";"Proteína en Polvo BSN Edge Strawberry Milkshake 1.82kg";"Disfrutá BSN Edge en polvo, sabor Strawberry Milkshake. Fuente rápida de proteínas para regeneración muscular. ¡Ideal para tu nutrición deportiva!";Bsn;SI;;;;94,633.00
syntha-6-edge-4-lbs-bsn-pura-proteina-aislada-isolate-usa-sabor-vainilla-rx66p;"Syntha 6 Edge 4 Lbs Bsn Pura Proteína Aislada Isolate Usa Sabor Vainilla";"Marcas > Suplementos Importados > BSN, Suplementos > Proteínas";;;;;;;164,363.00;156,145.00;1.81;0.00;0.00;0.00;0;"BSN0 SYNTHA EDGE 1.81KG VAINI";7792216653486;SI;NO;;"BSN, Deportivo, Proteina, Recuperacion, Vainilla";"Proteína aislada Syntha 6 Edge 4 Lbs Vainilla BSN USA";"Suplemento proteico Syntha 6 Edge de BSN, ideal para recuperación muscular y energía. Sabor vainilla. ¡Potenciá tu entrenamiento!";Bsn;SI;;;;94,633.00
suplemento-en-polvo-bsn-edge-proteinas-sabor-chocolate-milkshake-1-81kg-vn4tg;"Suplemento En Polvo Bsn Edge Proteínas Sabor Chocolate Milkshake 4lb";"Marcas > Suplementos Importados > BSN, Suplementos > Proteínas";;;;;;;164,363.00;156,145.00;1.81;0.00;0.00;0.00;0;"BSN0 SYNTHA EDGE 1.81KG CHOCO";0834266005697;SI;NO;;"BSN, Chocolate, Proteina, Recuperacion, Suplemento";"Proteína en Polvo BSN Edge Chocolate 1.81kg Nutritiva";"Suplemento proteico BSN Edge sabor chocolate, ideal para regeneración muscular. Bajo en azúcares y grasas. ¡Mejorá tu rendimiento hoy!";Bsn;SI;;;;94,633.00
suplemento-en-polvo-bsn-edge-proteinas-de-syntha-6-sabor-cookies-cream-x-1-12kg-86smp;"Suplemento En Polvo Bsn Edge Proteínas De Syntha-6 Sabor Cookies & Cream X 2.42LB";"Marcas > Suplementos Importados > BSN, Suplementos > Proteínas";;;;;;;134,019.00;127,318.00;1.12;0.00;0.00;0.00;0;"BSN0 SYNTHA EDGE 2.42LB COOK";7792216653486;SI;NO;;"BSN, Cookies, Proteina, Recuperacion, Suplemento";"Proteína en Polvo BSN Syntha-6 Cookies & Cream 2.42LB";"Suplemento proteico BSN Syntha-6 sabor Cookies & Cream: energía y recuperación muscular. ¡Ideal para tu entrenamiento! ¡Mejorá tu nutrición hoy!";Bsn;SI;;;;77,162.00
suplemento-en-polvo-bsn-edge-proteinas-sabor-cookies-cream-x-1-92kg-1l55r;"Suplemento En Polvo Bsn Edge Proteínas Sabor Cookies & Cream X 4LB";"Marcas > Suplementos Importados > BSN, Suplementos > Proteínas";;;;;;;236,270.00;156,145.00;1.81;0.00;0.00;0.00;0;"BSN0 SYNTHA EDGE 1.81KG COOK";7792216653486;SI;NO;;"BSN, Cookies, Deportivo, Proteina, Recuperacion";"Proteína BSN Edge Cookies & Cream 4LB - Recuperación Muscular";"Desarrollá músculo y recuperate con BSN Edge Cookies & Cream 4LB. Sabor delicioso, fácil disolución y fórmula avanzada. ¡Probalo y superá tus metas!";Bsn;SI;;;;94,633.00
gel-de-limpieza-orihens-250ml-todo-tipo-de-piel-dia-noche-z9tw8;"Gel De Limpieza Orihens 250ml Todo Tipo De Piel Día/noche";"Marcas > Higiene y Belleza, Supermercado";;;;;;;37,501.00;25,740.00;0.00;0.00;0.00;0.00;9;"LEGUI0 ORIHENS GEL DE LIMPIEZA 250ML";;SI;NO;;"Facial, Hidratante, Orihens, Piel, Refrescante";"Gel de Limpieza Orihens 250ml para Todo Tipo de Piel";"Limpia y revitaliza tu rostro con Gel de Limpieza Orihens. Ideal para todo tipo de piel. ¡Inclúyelo en tu rutina diaria y luce una piel radiante!";Leguilab;SI;;;;15,600.00
agua-micelar-250ml-sin-parabenos-orihens-jkhma;"Agua Micelar 250ml Sin Parabenos Orihens";"Marcas > Higiene y Belleza, Supermercado";;;;;;;30,001.00;20,592.00;0.00;0.00;0.00;0.00;9;"LEGUI0 ORIHENS AGUA MICELAR 250ML";;SI;NO;;"Facial, Hidratante, Orihens, Piel, Refrescante";"Agua Micelar 250ml Sin Parabenos Orihens Hipoalergénica";"Limpia, desmaquilla y refresca tu piel con Agua Micelar Orihens 250ml, sin parabenos ni alcohol. Ideal para todo tipo de piel. ¡Probala ahora!";Leguilab;SI;;;;12,480.00
bruma-facial-hidratante-orihens-piel-mixta-50-ml-mixta-dia-noche-1ju91;"Bruma Facial Hidratante Orihens Piel Mixta 50 Ml Mixta Día/noche";"Marcas > Higiene y Belleza, Suplementos, Supermercado";;;;;;;28,902.00;27,456.00;0.00;0.00;0.00;0.00;6;"LEGUI0 ORIHENS CREMA HIDRATANTE 50ML";;SI;NO;;"Facial, Hidratante, Orihens, Piel, Refrescante";"Bruma Facial Hidratante Orihens para Piel Mixta 50ml";"Hidrata y refresca tu piel mixta con la Bruma Facial Orihens. Fórmula con ácido hialurónico, ideal día y noche. ¡Luce una piel radiante y equilibrada!";Leguilab;SI;;;;16,640.00
orihens-emulsion-facial-hidratante-acido-hialuronico-50ml-momento-de-aplicacion-dia-noche-tipo-de-piel-todo-tipo-de-piel-m8bu1;"Orihens Emulsion Facial Hidratante Ácido Hialurónico 50ml Momento De Aplicación Día/noche Tipo De Piel Todo Tipo De Piel";"Marcas > Higiene y Belleza, Suplementos, Supermercado";;;;;;;22,579.00;21,450.00;0.00;0.00;0.00;0.00;6;"LEGUI0 ORIHENS EMULSION FACIAL 50ML";;SI;NO;;"Facial, Hidratante, Natural, Orihens, Vitamina";"Emulsión Facial Hidratante Orihens Ácido Hialurónico 50ml";"Hidratá tu piel con la Emulsión Facial Orihens: ácido hialurónico, vitamina E y 96% natural. Ideal para todo tipo de piel. ¡Probala día y noche!";Leguilab;SI;;;;13,000.00
orihens-bruma-facial-hidratante-50ml-refrescante-todo-tipo-de-piel-dia-noche-w9wuj;"Orihens Bruma Facial Hidratante 50ml Refrescante Todo Tipo De Piel Día/noche";;;;;;;;21,676.00;20,592.00;0.00;0.00;0.00;0.00;6;"LEGUI0 ORIHENS BRUMA FACIAL 50ML";;SI;NO;;"Facial, Hidratante, Orihens, Piel, Refrescante";"Bruma Facial Hidratante Orihens 50ml para todo tipo de piel";"Hidrata y refresca tu piel día y noche con la Bruma Facial Orihens. Ideal para todo tipo de piel. ¡Luce un rostro radiante y revitalizado!";Leguilab;SI;;;;12,480.00
orihens-serum-facial-hidratante-con-acido-hialuronico-todo-tipo-de-piel-dia-noche-1dofw;"Orihens Serum Facial Hidratante Con Ácido Hialurónico Todo Tipo De Piel Día/noche";"Marcas > Higiene y Belleza, Suplementos, Supermercado";;;;;;;23,934.00;22,737.00;0.00;0.00;0.00;0.00;6;"LEGUI0 ORIHENS SERUM HIALURONICO 30ML";;SI;NO;;"Antioxidante, Facial, Orihens, Piel, Vitamina";"Serum Facial Hidratante Orihens con Ácido Hialurónico 30ml";"Hidrata tu piel con el Serum Facial Orihens. Apto día/noche, todo tipo de piel. Fórmula ligera y sin parabenos. ¡Luce un rostro radiante hoy!";Leguilab;SI;;;;13,780.00
orihens-serum-vitamina-c-30ml-antioxidante-piel-todo-todo-tipo-de-piel-dia-noche-1wjrq;"Orihens Sérum Vitamina C 30ml Antioxidante Piel Todo Todo Tipo De Piel Día/noche";"Marcas > Higiene y Belleza, Suplementos > Vitaminas y Salud, Supermercado";;;;;;;33,126.00;22,737.00;0.00;0.00;0.00;0.00;5;"LEGUI0 ORIHENS SERUM VIT C 30ML";;SI;NO;;"Antioxidante, Facial, Orihens, Piel, Vitamina";"Sérum Vitamina C Orihens 30ml Antioxidante Todo Tipo de Piel";"Revitaliza tu piel con Orihens Sérum Vitamina C 30ml, antioxidante para todo tipo de piel. Hidratación y luminosidad día y noche. ¡Cuida tu rostro hoy!";Leguilab;SI;;;;13,780.00
lavarropa-kanji-home-6kg-inverter-kjh-wmcfwt-blanco-color-blanco-1v3u5;"Lavarropa Kanji Home 6kg Inverter Kjh-wmcfwt Blanco Color Blanco";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;600,000.00;514,502.00;15.00;0.00;0.00;0.00;0;"KANJI0 LAVARROPAS 6KG KJH-WMCFWT BLANCO";2550581358;SI;NO;;"Blanco, Hogar, Kanji, Lavarropa, Moderno";"Lavarropa Kanji Home 6kg Inverter Blanco Eficiencia A++";"Descubrí el Lavarropa Kanji Home 6kg Inverter: eficiente, silencioso y compacto. Optimiza tu lavado diario. ¡Elegí innovación para tu hogar!";Kanji;SI;;;;343,001.00
heladera-kanjihome-multi-door-380l-gris-no-frost-gris-pdde4;"Heladera Kanjihome Multi Door 380l Gris No Frost Gris";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;1,988,044.00;1,425,002.00;30.00;0.00;0.00;0.00;2;"KANJI0 HELADERA KJH-SF380GE";;SI;NO;;"Gris, Heladera, Hogar, Kanji, NoFrost";"Heladera KanjiHome Multi Door 380L No Frost Gris eficiente";"Heladera KanjiHome 380L No Frost: diseño elegante, gran capacidad y freezer independiente. Mantén tus alimentos frescos y organizados. ¡Mejorá tu cocina!";Kanji;SI;;;;950,001.00
caloventor-kanji-home-kjh-ch103-2000w-con-termostato-color-naranja-naranja-claro-qkt0i;"Caloventor Kanji Home Kjh-ch103 2000w Con Termostato Color Naranja Naranja Claro";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;32,999.00;21,002.00;3.00;0.00;0.00;0.00;0;"KANJI0 CALOVENTOR KJH-CH103 NARANJA";;SI;NO;;"Caloventor, Electrica, Kanji, Moderno, Naranja";"Caloventor Kanji 2000W con Termostato Naranja Moderno";"Disfrutá de calor instantáneo con el Caloventor Kanji 2000W. Seguro, portátil y con termostato. ¡Llevá confort y estilo a tu hogar ya!";Kanji;SI;;;;14,001.00
plancha-kanji-2200w-a-vapor-base-ceramica-kjh-pl2403-verde-claro-1lbfc;"Plancha Kanji 2200w A Vapor Base Ceramica Kjh-pl2403 Verde Claro";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;63,000.00;40,802.00;3.00;0.00;0.00;0.00;16;"KANJI0 PLANCHA 2000W KJH-PL2403";;SI;NO;;"Electrica, Hogar, Kanji, Moderno, Plancha";"Plancha a Vapor Kanji 2200W Base Cerámica Verde Claro";"Plancha Kanji 2200W con base cerámica y vapor ajustable. Planchado eficiente, seguro y rápido. ¡Dale estilo y cuidado profesional a tu ropa!";Kanji;SI;;;;27,201.00
plancha-kanji-home-kjhpls1002-1000w-base-de-acero-inox-blanco-1dxzz;"Plancha Kanji Home Kjhpls1002 1000w Base De Acero Inox Blanco";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;41,251.00;23,252.00;3.00;0.00;0.00;0.00;6;"KANJI0 PLANCHA 1000W KJH-PLS1002";;SI;NO;;"Blanco, Electrica, Hogar, Kanji, Plancha";"Plancha Kanji Home 1000W Base Acero Inoxidable Blanca";"Plancha Kanji Home 1000W, base de acero inoxidable, eficiente y elegante. Ideal para el hogar. ¡Lográ prendas perfectas fácilmente!";Kanji;SI;;;;15,501.00
pava-jarra-electrica-kanji-home-kjh-pe15001s-de-1-8l-1500w-plateado-stfu4;"Pava Jarra Electrica Kanji Home Kjh-pe15001s De 1.8l 1500w Plateado";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;22,000.00;13,502.00;3.00;0.00;0.00;0.00;25;"KANJI0 PAVA ELECTRICA KJH-PE15001S";;SI;NO;;"Electrica, Hogar, Kanji, Moderno, Pava";"Pava eléctrica Kanji 1.8L 1500W plateada eficiente y segura";"Disfrutá agua caliente rápido con la pava eléctrica Kanji 1.8L, 1500W. Diseño moderno en acero, corte automático y fácil de limpiar. ¡Sumala a tu cocina!";Kanji;SI;;;;9,001.00
cafetera-multicapsula-kanjihome-kanji-beige-kjh-cm1500dc01-beige-8d6oo;"Cafetera Multicapsula Kanjihome Kanji Beige Kjh-cm1500dc01 Beige";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;210,000.00;168,000.00;3.00;0.00;0.00;0.00;3;"KANJI0 CAFETERA MULTI BEIGE";;SI;NO;;"Cafetera, Electrica, Hogar, Kanji, Multicapsula";"Cafetera multicápsula Kanji beige compacta y versátil";"Disfrutá café a tu gusto con la cafetera multicápsula Kanji beige. Diseño compacto, fácil de usar y perfecta para cualquier cocina. ¡Probala ahora!";Kanji;SI;;;;112,000.00
cafetera-kanji-home-kjh-cm1500nc02-negra-multicapsula-negro-l786x;"Cafetera Kanji Home Kjh-cm1500nc02 Negra Multicapsula Negro";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;206,171.00;168,000.00;3.00;0.00;0.00;0.00;1;"KANJI0 CAFETERA MULTI NEGRA";;SI;NO;;"Cafetera, Kanji, Moderno, Multicapsula, Negro";"Cafetera multicápsula Kanji Home negra 1500W 19 bar moderna";"Disfrutá café de calidad con la cafetera multicápsula Kanji Home. Compatible con Dolce Gusto y Nespresso. ¡Elegí sabor y estilo en tu cocina!";Kanji;SI;;;;112,000.00
pava-electrica-matera-kanji-home-kjh-pe15002m-1500w-1-8-mate-lmq6v;"Pava Eléctrica Matera Kanji Home Kjh-pe15002m 1500w 1.8 Mate";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;22,000.00;15,752.00;2.00;0.00;0.00;0.00;47;"KANJI0 PAVA ELECTRICA MATE KJH-PE15002M";;SI;NO;;"Electrica, Hogar, Kanji, Mate, Pava";"Pava eléctrica Kanji 1.8L 1500W con corte automático";"Disfrutá del mate perfecto con esta pava eléctrica Kanji. Calentá agua rápido y seguro. ¡Comprá ahora y ahorrá energía!";Kanji;SI;;;;10,501.00
secadora-por-calor-kanjihome-4kg-kjh-drymchwt-5uda5;"Secadora Por Calor Kanjihome 4kg Kjh-drymchwt";"Marcas > Hogar, Electro-Hogar";;;;;;;348,599.00;252,002.00;10.00;0.00;0.00;0.00;10;"KANJI0 SECADORA KJH-DRYMCHWT4K";7146041691234;SI;NO;;"Blanco, Compacto, Hogar, Kanji, Secadora";"Secadora por calor KanjiHome 4kg eficiente y compacta";"Secadora por calor KanjiHome 4kg, eficiente, compacta y con 3 programas. Ideal para el hogar, seca tu ropa fácilmente. ¡Llevá la tuya ahora!";Kanji;SI;;;;168,001.00
cafetera-multicapsula-kanjihome-roja-cm1500nc01-19bares-rojo-mn3cb;"Cafetera Multicapsula Kanjihome Roja Cm1500nc01 19bares Rojo";"Marcas > Hogar, Electro-Hogar";;;;;;;210,000.00;168,000.00;2.00;0.00;0.00;0.00;3;"KANJI0 CAFETERA MULTI ROJA";;SI;NO;;"Cafetera, Hogar, Kanji, Multicapsula, Rojo";"Cafetera multicápsula KanjiHome roja 19 bares compacta";"Disfrutá café de calidad con la cafetera multicápsula KanjiHome roja. Compatible con Nespresso, Dolce Gusto y café molido. ¡Compacta y potente!";Kanji;SI;;;;112,000.00
lavasecarropas-semiautomatico-kanji-twin-lava-seca-5kg-con-bomba-de-extraccion-xpb55-655sp-blanco-1i1bs;"Lavasecarropas Semiautomático Kanji Twin Lava & Seca 5kg Con Bomba De Extracción Xpb55-655sp Blanco";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;300,000.00;246,000.00;15.00;0.00;0.00;0.00;227;"KANJI0 LAVASECARROPAS XPB55-655SP";8107370146641;SI;NO;;"Blanco, Compacto, Hogar, Kanji, Lavasecarropas";"Lavasecarropas semiautomático Kanji 5kg con bomba de extracción";"Ahorrá espacio y tiempo con el lavasecarropas Kanji 5kg, compacto y eficiente. Ideal para hogares pequeños. ¡Optimizá tu lavado diario!";Kanji;SI;;;;164,000.00
freezer-de-pozo-tfk-fp50-50-litros-telefunken-color-blanco-19nch;"Freezer De Pozo Tfk-fp50 50 Litros Telefunken Color Blanco";"Marcas > Hogar > Kanji, Electro-Hogar";;;;;;;300,000.00;262,502.00;10.00;0.00;0.00;0.00;0;"KANJI0 FRIGOBAR";;SI;NO;;"50L, Blanco, Freezer, Hogar, Telefunken";"Freezer de pozo 50L Telefunken blanco eficiente compacto";"Almacena tus alimentos con el Freezer de pozo Telefunken 50L. Compacto, eficiente y con canasta incluida. Ideal para espacios reducidos. ¡Compralo hoy!";Kanji;SI;;;;175,001.00
repelente-natural-mosquitos-insectos-sri-sri-tattva-repelente-natural-x150ml-5x1-lc01s;"Repelente Natural Mosquitos Insectos Sri Sri Tattva Repelente Natural X150ml 5x1!!!";"Marcas > Higiene y Belleza > SriSri";;;;;;;6,195.00;5,885.00;0.00;0.00;0.00;0.00;782;"SRI0 REPELENTE NATURAL 150ML 5X1!!!";;SI;NO;;"Hogar, Natural, Protector, Repelente, SriSriTattva";"Repelente Natural Mosquitos Sri Sri Tattva 150ml 5x1";"Protegé a tu familia con el repelente natural de Sri Sri Tattva. Sin químicos, aroma suave y acción prolongada. ¡Llevá el tuyo y disfrutá sin picaduras!";SriSri;SI;;;;3,923.00
harina-de-algarroba-dicomere-x200gr-sin-tacc-2x1-1ilbc;"Harina De Algarroba Dicomere X200gr Sin Tacc 4X1!!";"Marcas > Almacén > Dicomere, Supermercado";;;;;;;4,013.00;3,812.00;0.20;0.00;0.00;0.00;0;"DICOMERE0 HARINA ALGARROBA 4X1!";;SI;NO;;"Dicomere, Harina, Natural, SinTACC, Vegana";"Harina de Algarroba Sin TACC Dicomere x2 - Natural y Nutritiva";"Disfrutá Harina de Algarroba Dicomere Sin TACC: dulce, rica en fibra y minerales. Oferta 2x1, ideal para recetas saludables. ¡Aprovechá ya!";Dicomere;SI;;;;2,310.00
